,geometry
145,"POLYGON ((339156.83256960544 5292767.07623245, 339156.83256960544 5293967.07623245, 337956.83256960544 5293967.07623245, 337956.83256960544 5292767.07623245, 339156.83256960544 5292767.07623245))"
146,"POLYGON ((339156.83256960544 5293967.07623245, 339156.83256960544 5295167.07623245, 337956.83256960544 5295167.07623245, 337956.83256960544 5293967.07623245, 339156.83256960544 5293967.07623245))"
147,"POLYGON ((339156.83256960544 5295167.07623245, 339156.83256960544 5296367.07623245, 337956.83256960544 5296367.07623245, 337956.83256960544 5295167.07623245, 339156.83256960544 5295167.07623245))"
148,"POLYGON ((339156.83256960544 5296367.07623245, 339156.83256960544 5297567.07623245, 337956.83256960544 5297567.07623245, 337956.83256960544 5296367.07623245, 339156.83256960544 5296367.07623245))"
149,"POLYGON ((339156.83256960544 5297567.07623245, 339156.83256960544 5298767.07623245, 337956.83256960544 5298767.07623245, 337956.83256960544 5297567.07623245, 339156.83256960544 5297567.07623245))"
150,"POLYGON ((339156.83256960544 5299967.07623245, 339156.83256960544 5301167.07623245, 337956.83256960544 5301167.07623245, 337956.83256960544 5299967.07623245, 339156.83256960544 5299967.07623245))"
151,"POLYGON ((339156.83256960544 5301167.07623245, 339156.83256960544 5302367.07623245, 337956.83256960544 5302367.07623245, 337956.83256960544 5301167.07623245, 339156.83256960544 5301167.07623245))"
152,"POLYGON ((339156.83256960544 5302367.07623245, 339156.83256960544 5303567.07623245, 337956.83256960544 5303567.07623245, 337956.83256960544 5302367.07623245, 339156.83256960544 5302367.07623245))"
153,"POLYGON ((339156.83256960544 5303567.07623245, 339156.83256960544 5304767.07623245, 337956.83256960544 5304767.07623245, 337956.83256960544 5303567.07623245, 339156.83256960544 5303567.07623245))"
154,"POLYGON ((339156.83256960544 5304767.07623245, 339156.83256960544 5305967.07623245, 337956.83256960544 5305967.07623245, 337956.83256960544 5304767.07623245, 339156.83256960544 5304767.07623245))"
155,"POLYGON ((339156.83256960544 5305967.07623245, 339156.83256960544 5307167.07623245, 337956.83256960544 5307167.07623245, 337956.83256960544 5305967.07623245, 339156.83256960544 5305967.07623245))"
156,"POLYGON ((339156.83256960544 5307167.07623245, 339156.83256960544 5308367.07623245, 337956.83256960544 5308367.07623245, 337956.83256960544 5307167.07623245, 339156.83256960544 5307167.07623245))"
157,"POLYGON ((339156.83256960544 5308367.07623245, 339156.83256960544 5309567.07623245, 337956.83256960544 5309567.07623245, 337956.83256960544 5308367.07623245, 339156.83256960544 5308367.07623245))"
158,"POLYGON ((339156.83256960544 5309567.07623245, 339156.83256960544 5310767.07623245, 337956.83256960544 5310767.07623245, 337956.83256960544 5309567.07623245, 339156.83256960544 5309567.07623245))"
159,"POLYGON ((339156.83256960544 5320367.07623245, 339156.83256960544 5321567.07623245, 337956.83256960544 5321567.07623245, 337956.83256960544 5320367.07623245, 339156.83256960544 5320367.07623245))"
160,"POLYGON ((339156.83256960544 5321567.07623245, 339156.83256960544 5322767.07623245, 337956.83256960544 5322767.07623245, 337956.83256960544 5321567.07623245, 339156.83256960544 5321567.07623245))"
161,"POLYGON ((339156.83256960544 5322767.07623245, 339156.83256960544 5323967.07623245, 337956.83256960544 5323967.07623245, 337956.83256960544 5322767.07623245, 339156.83256960544 5322767.07623245))"
162,"POLYGON ((339156.83256960544 5323967.07623245, 339156.83256960544 5325167.07623245, 337956.83256960544 5325167.07623245, 337956.83256960544 5323967.07623245, 339156.83256960544 5323967.07623245))"
163,"POLYGON ((339156.83256960544 5325167.07623245, 339156.83256960544 5326367.07623245, 337956.83256960544 5326367.07623245, 337956.83256960544 5325167.07623245, 339156.83256960544 5325167.07623245))"
164,"POLYGON ((339156.83256960544 5326367.07623245, 339156.83256960544 5327567.07623245, 337956.83256960544 5327567.07623245, 337956.83256960544 5326367.07623245, 339156.83256960544 5326367.07623245))"
165,"POLYGON ((340356.83256960544 5241167.07623245, 340356.83256960544 5242367.07623245, 339156.83256960544 5242367.07623245, 339156.83256960544 5241167.07623245, 340356.83256960544 5241167.07623245))"
166,"POLYGON ((340356.83256960544 5242367.07623245, 340356.83256960544 5243567.07623245, 339156.83256960544 5243567.07623245, 339156.83256960544 5242367.07623245, 340356.83256960544 5242367.07623245))"
167,"POLYGON ((340356.83256960544 5243567.07623245, 340356.83256960544 5244767.07623245, 339156.83256960544 5244767.07623245, 339156.83256960544 5243567.07623245, 340356.83256960544 5243567.07623245))"
168,"POLYGON ((340356.83256960544 5244767.07623245, 340356.83256960544 5245967.07623245, 339156.83256960544 5245967.07623245, 339156.83256960544 5244767.07623245, 340356.83256960544 5244767.07623245))"
169,"POLYGON ((340356.83256960544 5245967.07623245, 340356.83256960544 5247167.07623245, 339156.83256960544 5247167.07623245, 339156.83256960544 5245967.07623245, 340356.83256960544 5245967.07623245))"
170,"POLYGON ((340356.83256960544 5247167.07623245, 340356.83256960544 5248367.07623245, 339156.83256960544 5248367.07623245, 339156.83256960544 5247167.07623245, 340356.83256960544 5247167.07623245))"
171,"POLYGON ((340356.83256960544 5248367.07623245, 340356.83256960544 5249567.07623245, 339156.83256960544 5249567.07623245, 339156.83256960544 5248367.07623245, 340356.83256960544 5248367.07623245))"
172,"POLYGON ((340356.83256960544 5249567.07623245, 340356.83256960544 5250767.07623245, 339156.83256960544 5250767.07623245, 339156.83256960544 5249567.07623245, 340356.83256960544 5249567.07623245))"
173,"POLYGON ((340356.83256960544 5250767.07623245, 340356.83256960544 5251967.07623245, 339156.83256960544 5251967.07623245, 339156.83256960544 5250767.07623245, 340356.83256960544 5250767.07623245))"
174,"POLYGON ((340356.83256960544 5251967.07623245, 340356.83256960544 5253167.07623245, 339156.83256960544 5253167.07623245, 339156.83256960544 5251967.07623245, 340356.83256960544 5251967.07623245))"
175,"POLYGON ((340356.83256960544 5253167.07623245, 340356.83256960544 5254367.07623245, 339156.83256960544 5254367.07623245, 339156.83256960544 5253167.07623245, 340356.83256960544 5253167.07623245))"
176,"POLYGON ((340356.83256960544 5254367.07623245, 340356.83256960544 5255567.07623245, 339156.83256960544 5255567.07623245, 339156.83256960544 5254367.07623245, 340356.83256960544 5254367.07623245))"
177,"POLYGON ((340356.83256960544 5255567.07623245, 340356.83256960544 5256767.07623245, 339156.83256960544 5256767.07623245, 339156.83256960544 5255567.07623245, 340356.83256960544 5255567.07623245))"
178,"POLYGON ((340356.83256960544 5256767.07623245, 340356.83256960544 5257967.07623245, 339156.83256960544 5257967.07623245, 339156.83256960544 5256767.07623245, 340356.83256960544 5256767.07623245))"
179,"POLYGON ((340356.83256960544 5257967.07623245, 340356.83256960544 5259167.07623245, 339156.83256960544 5259167.07623245, 339156.83256960544 5257967.07623245, 340356.83256960544 5257967.07623245))"
180,"POLYGON ((340356.83256960544 5259167.07623245, 340356.83256960544 5260367.07623245, 339156.83256960544 5260367.07623245, 339156.83256960544 5259167.07623245, 340356.83256960544 5259167.07623245))"
181,"POLYGON ((340356.83256960544 5260367.07623245, 340356.83256960544 5261567.07623245, 339156.83256960544 5261567.07623245, 339156.83256960544 5260367.07623245, 340356.83256960544 5260367.07623245))"
182,"POLYGON ((340356.83256960544 5261567.07623245, 340356.83256960544 5262767.07623245, 339156.83256960544 5262767.07623245, 339156.83256960544 5261567.07623245, 340356.83256960544 5261567.07623245))"
183,"POLYGON ((340356.83256960544 5262767.07623245, 340356.83256960544 5263967.07623245, 339156.83256960544 5263967.07623245, 339156.83256960544 5262767.07623245, 340356.83256960544 5262767.07623245))"
184,"POLYGON ((340356.83256960544 5263967.07623245, 340356.83256960544 5265167.07623245, 339156.83256960544 5265167.07623245, 339156.83256960544 5263967.07623245, 340356.83256960544 5263967.07623245))"
185,"POLYGON ((340356.83256960544 5265167.07623245, 340356.83256960544 5266367.07623245, 339156.83256960544 5266367.07623245, 339156.83256960544 5265167.07623245, 340356.83256960544 5265167.07623245))"
186,"POLYGON ((340356.83256960544 5266367.07623245, 340356.83256960544 5267567.07623245, 339156.83256960544 5267567.07623245, 339156.83256960544 5266367.07623245, 340356.83256960544 5266367.07623245))"
187,"POLYGON ((340356.83256960544 5267567.07623245, 340356.83256960544 5268767.07623245, 339156.83256960544 5268767.07623245, 339156.83256960544 5267567.07623245, 340356.83256960544 5267567.07623245))"
188,"POLYGON ((340356.83256960544 5268767.07623245, 340356.83256960544 5269967.07623245, 339156.83256960544 5269967.07623245, 339156.83256960544 5268767.07623245, 340356.83256960544 5268767.07623245))"
189,"POLYGON ((340356.83256960544 5269967.07623245, 340356.83256960544 5271167.07623245, 339156.83256960544 5271167.07623245, 339156.83256960544 5269967.07623245, 340356.83256960544 5269967.07623245))"
190,"POLYGON ((340356.83256960544 5271167.07623245, 340356.83256960544 5272367.07623245, 339156.83256960544 5272367.07623245, 339156.83256960544 5271167.07623245, 340356.83256960544 5271167.07623245))"
191,"POLYGON ((340356.83256960544 5272367.07623245, 340356.83256960544 5273567.07623245, 339156.83256960544 5273567.07623245, 339156.83256960544 5272367.07623245, 340356.83256960544 5272367.07623245))"
192,"POLYGON ((340356.83256960544 5273567.07623245, 340356.83256960544 5274767.07623245, 339156.83256960544 5274767.07623245, 339156.83256960544 5273567.07623245, 340356.83256960544 5273567.07623245))"
193,"POLYGON ((340356.83256960544 5274767.07623245, 340356.83256960544 5275967.07623245, 339156.83256960544 5275967.07623245, 339156.83256960544 5274767.07623245, 340356.83256960544 5274767.07623245))"
194,"POLYGON ((340356.83256960544 5275967.07623245, 340356.83256960544 5277167.07623245, 339156.83256960544 5277167.07623245, 339156.83256960544 5275967.07623245, 340356.83256960544 5275967.07623245))"
195,"POLYGON ((340356.83256960544 5277167.07623245, 340356.83256960544 5278367.07623245, 339156.83256960544 5278367.07623245, 339156.83256960544 5277167.07623245, 340356.83256960544 5277167.07623245))"
196,"POLYGON ((340356.83256960544 5278367.07623245, 340356.83256960544 5279567.07623245, 339156.83256960544 5279567.07623245, 339156.83256960544 5278367.07623245, 340356.83256960544 5278367.07623245))"
197,"POLYGON ((340356.83256960544 5279567.07623245, 340356.83256960544 5280767.07623245, 339156.83256960544 5280767.07623245, 339156.83256960544 5279567.07623245, 340356.83256960544 5279567.07623245))"
198,"POLYGON ((340356.83256960544 5280767.07623245, 340356.83256960544 5281967.07623245, 339156.83256960544 5281967.07623245, 339156.83256960544 5280767.07623245, 340356.83256960544 5280767.07623245))"
199,"POLYGON ((340356.83256960544 5281967.07623245, 340356.83256960544 5283167.07623245, 339156.83256960544 5283167.07623245, 339156.83256960544 5281967.07623245, 340356.83256960544 5281967.07623245))"
200,"POLYGON ((340356.83256960544 5283167.07623245, 340356.83256960544 5284367.07623245, 339156.83256960544 5284367.07623245, 339156.83256960544 5283167.07623245, 340356.83256960544 5283167.07623245))"
201,"POLYGON ((340356.83256960544 5284367.07623245, 340356.83256960544 5285567.07623245, 339156.83256960544 5285567.07623245, 339156.83256960544 5284367.07623245, 340356.83256960544 5284367.07623245))"
202,"POLYGON ((340356.83256960544 5285567.07623245, 340356.83256960544 5286767.07623245, 339156.83256960544 5286767.07623245, 339156.83256960544 5285567.07623245, 340356.83256960544 5285567.07623245))"
203,"POLYGON ((340356.83256960544 5286767.07623245, 340356.83256960544 5287967.07623245, 339156.83256960544 5287967.07623245, 339156.83256960544 5286767.07623245, 340356.83256960544 5286767.07623245))"
204,"POLYGON ((340356.83256960544 5287967.07623245, 340356.83256960544 5289167.07623245, 339156.83256960544 5289167.07623245, 339156.83256960544 5287967.07623245, 340356.83256960544 5287967.07623245))"
205,"POLYGON ((340356.83256960544 5289167.07623245, 340356.83256960544 5290367.07623245, 339156.83256960544 5290367.07623245, 339156.83256960544 5289167.07623245, 340356.83256960544 5289167.07623245))"
206,"POLYGON ((340356.83256960544 5290367.07623245, 340356.83256960544 5291567.07623245, 339156.83256960544 5291567.07623245, 339156.83256960544 5290367.07623245, 340356.83256960544 5290367.07623245))"
207,"POLYGON ((340356.83256960544 5291567.07623245, 340356.83256960544 5292767.07623245, 339156.83256960544 5292767.07623245, 339156.83256960544 5291567.07623245, 340356.83256960544 5291567.07623245))"
208,"POLYGON ((340356.83256960544 5292767.07623245, 340356.83256960544 5293967.07623245, 339156.83256960544 5293967.07623245, 339156.83256960544 5292767.07623245, 340356.83256960544 5292767.07623245))"
209,"POLYGON ((340356.83256960544 5293967.07623245, 340356.83256960544 5295167.07623245, 339156.83256960544 5295167.07623245, 339156.83256960544 5293967.07623245, 340356.83256960544 5293967.07623245))"
210,"POLYGON ((340356.83256960544 5295167.07623245, 340356.83256960544 5296367.07623245, 339156.83256960544 5296367.07623245, 339156.83256960544 5295167.07623245, 340356.83256960544 5295167.07623245))"
211,"POLYGON ((340356.83256960544 5296367.07623245, 340356.83256960544 5297567.07623245, 339156.83256960544 5297567.07623245, 339156.83256960544 5296367.07623245, 340356.83256960544 5296367.07623245))"
212,"POLYGON ((340356.83256960544 5297567.07623245, 340356.83256960544 5298767.07623245, 339156.83256960544 5298767.07623245, 339156.83256960544 5297567.07623245, 340356.83256960544 5297567.07623245))"
213,"POLYGON ((340356.83256960544 5299967.07623245, 340356.83256960544 5301167.07623245, 339156.83256960544 5301167.07623245, 339156.83256960544 5299967.07623245, 340356.83256960544 5299967.07623245))"
214,"POLYGON ((340356.83256960544 5301167.07623245, 340356.83256960544 5302367.07623245, 339156.83256960544 5302367.07623245, 339156.83256960544 5301167.07623245, 340356.83256960544 5301167.07623245))"
215,"POLYGON ((340356.83256960544 5302367.07623245, 340356.83256960544 5303567.07623245, 339156.83256960544 5303567.07623245, 339156.83256960544 5302367.07623245, 340356.83256960544 5302367.07623245))"
216,"POLYGON ((340356.83256960544 5303567.07623245, 340356.83256960544 5304767.07623245, 339156.83256960544 5304767.07623245, 339156.83256960544 5303567.07623245, 340356.83256960544 5303567.07623245))"
217,"POLYGON ((340356.83256960544 5304767.07623245, 340356.83256960544 5305967.07623245, 339156.83256960544 5305967.07623245, 339156.83256960544 5304767.07623245, 340356.83256960544 5304767.07623245))"
218,"POLYGON ((340356.83256960544 5305967.07623245, 340356.83256960544 5307167.07623245, 339156.83256960544 5307167.07623245, 339156.83256960544 5305967.07623245, 340356.83256960544 5305967.07623245))"
219,"POLYGON ((340356.83256960544 5307167.07623245, 340356.83256960544 5308367.07623245, 339156.83256960544 5308367.07623245, 339156.83256960544 5307167.07623245, 340356.83256960544 5307167.07623245))"
220,"POLYGON ((340356.83256960544 5308367.07623245, 340356.83256960544 5309567.07623245, 339156.83256960544 5309567.07623245, 339156.83256960544 5308367.07623245, 340356.83256960544 5308367.07623245))"
221,"POLYGON ((340356.83256960544 5309567.07623245, 340356.83256960544 5310767.07623245, 339156.83256960544 5310767.07623245, 339156.83256960544 5309567.07623245, 340356.83256960544 5309567.07623245))"
222,"POLYGON ((340356.83256960544 5310767.07623245, 340356.83256960544 5311967.07623245, 339156.83256960544 5311967.07623245, 339156.83256960544 5310767.07623245, 340356.83256960544 5310767.07623245))"
223,"POLYGON ((340356.83256960544 5311967.07623245, 340356.83256960544 5313167.07623245, 339156.83256960544 5313167.07623245, 339156.83256960544 5311967.07623245, 340356.83256960544 5311967.07623245))"
